Stride Length (m),Step Frequency (steps/min),Stance Phase Duration (s),Swing Phase Duration (s),Double Support Phase Duration (s),Step Length (m),Cadence Variability (%),Hip Joint Angle (°),Knee Joint Angle (°),Ankle Joint Angle (°),Avg. Vertical GRF (N),Avg. A-P GRF (N),Avg. M-L GRF (N),Avg. COP Excursion (mm),Foot Clearance (mm),Gait Symmetry Index (%),Label
1.152859572,1.881063947,0.578887481,0.363323819,0.209655612,1.1,5.403132382,18.53429073,16.90241806,10.58991153,513.538391,308.7385157,62.19275635,11.25527824,21.23422472,94.31417983,1
0.928546361,1.947649612,0.637884119,0.443813035,0.213477996,0.8,7.242920283,23.49308421,16.16193788,12.42395965,576.2599056,307.9584293,58.8137262,10.52365587,19.03437871,96.79718381,1
1.132550889,1.82910928,0.626093465,0.404080382,0.195092898,0.9,5.089796379,24.09115071,15.34032687,11.90963274,555.1189458,317.4547426,47.50362292,12.02756618,19.69039353,83.41998125,1
1.066354882,1.681642163,0.613803117,0.378130747,0.201739967,1,6.644753275,24.54931438,19.94437327,14.61900421,510.8523342,294.5600418,54.57834719,11.76161942,17.48324877,94.584951,1
0.898785339,1.947355342,0.635061486,0.384749534,0.198861258,0.8,6.715062577,22.65922987,17.74250877,14.95754679,504.6137461,325.6808034,61.53380156,10.69373464,20.87762392,93.71702842,1
1.047234613,1.802189183,0.565873514,0.379883778,0.197549289,1,5.657367463,19.88424691,19.41970787,11.18176496,544.3198832,319.5378672,67.69516942,10.38520037,20.48667941,84.54399733,1
1.2,1.6,0.6,0.4,0.2,1.1,7.6,25.9,15.1,11.5,596.4,263.1,81.8,10.8,19,83.6,0
0.979252805,1.794852203,0.597782234,0.39798873,0.194593378,0.9,6.157645992,20.72839463,18.8913795,10.54774178,499.1839348,321.3476984,56.7687187,12.27106618,19.46983611,85.23320956,1
0.988175376,1.856835886,0.623761336,0.361037358,0.207074811,0.9,5.317086973,19.98170426,20.3586922,13.65484828,520.6675262,313.898291,67.44717583,12.15110434,20.13749503,91.25404099,1
1.039362914,1.861444308,0.604382687,0.401191586,0.203478946,0.9,5.288711144,22.12061486,19.2214653,11.03752532,511.7968694,315.222947,53.79047988,10.70515982,19.20623763,85.6151981,1
0.6,2.3,0.6,0.5,0.2,0.5,3,28.1,20.7,5.1,550.4,341.1,55.8,11,21.5,96.5,0
1.173963326,2.152566654,0.574347556,0.407634446,0.185317773,1.1,5.805080536,26.26067552,19.5383085,11.52999956,555.317879,320.1397211,53.08384204,11.14388764,21.23115651,84.56372457,1
0.7,2.5,0.5,0.5,0.1,0.6,3.9,26.4,10.2,6.3,576.4,286.1,69.8,14.8,21.2,78.3,0
0.9,2.3,0.6,0.4,0.3,0.7,9.2,26,26.4,8.7,550.2,254.5,56.1,7.8,18.1,59.2,0
0.982385888,1.92257666,0.591359084,0.381220172,0.213346402,0.9,5.924992751,22.5013289,16.81690727,11.3165382,530.2856694,296.0566665,50.2181043,10.44929192,21.05928564,92.19897829,1
1.270399011,2.022762332,0.646873519,0.462204075,0.189881843,1.1,5.222053775,22.02331586,16.1797014,11.9694434,541.907581,303.2219076,56.58118493,10.08720628,19.33089352,89.58586499,1
1.052054414,1.88808685,0.597822925,0.390695037,0.17405599,1,5.089062871,20.43849915,18.16962811,11.89315348,499.2815812,342.0506849,51.18520912,9.75183601,20.35370505,88.05292167,1
1.243901812,2.039272462,0.605155222,0.41345366,0.19792039,1.1,7.363123155,19.22728238,18.06455371,10.49217735,487.9652188,286.3002231,65.28696211,10.51744923,19.71833868,86.6378024,1
1.023426264,1.766559335,0.512167734,0.394143932,0.217486899,0.9,6.55954344,20.80777278,17.83509264,11.77444587,592.7541414,295.0223212,53.99946704,11.16999293,17.96283028,88.52303875,1
0.8,2.4,0.6,0.5,0.2,0.7,8.4,25.9,23.7,17.7,482.5,280.1,84.4,13.1,18.3,85.5,0
0.908864351,1.959471602,0.605776449,0.406280488,0.2015437,0.8,5.979987212,25.99184984,18.71849245,12.43270718,570.4989748,313.8838914,73.1159114,10.59392092,19.17870456,80.64681606,1
1.14568863,1.771015568,0.624130564,0.386350437,0.203894683,1.1,7.680558761,22.68622926,18.37050371,13.50200279,542.1191373,288.5917352,71.26168641,11.06735905,17.63215663,88.08229524,1
0.8,2.1,0.6,0.4,0.2,0.7,6.8,16.8,20.4,6,526.6,329.1,89.6,7.5,13.8,69,0
1.203564082,1.877186391,0.615845339,0.388124119,0.207264386,1.2,6.720379781,22.9734025,17.66055666,11.98694946,500.0608962,292.1971876,78.40568935,11.67470623,18.76221065,92.17688519,1
1.115657847,1.878857301,0.593404409,0.391109774,0.197203988,1,5.03536648,21.75750836,19.32887321,15.70906633,571.8616021,313.3887231,59.61647779,11.06494717,19.30512909,82.51906616,1
1.068640433,1.82011022,0.578343279,0.406296875,0.192246086,0.9,6.221469701,21.66456558,17.82438143,11.52717829,582.2773882,314.8273091,74.79460368,11.46948128,18.12044781,88.19277833,1
1.3,2.1,0.6,0.5,0.1,1.2,7.3,20.7,14.6,8,544.2,338.5,47.1,13.4,23.3,94.8,0
1.113488273,1.871383508,0.619974936,0.356991658,0.227919184,1,6.178599685,20.72529019,15.86707403,13.92227897,527.805046,318.4714387,66.90264302,11.57490314,18.63174605,88.56253369,1
0.990684082,1.984277169,0.574390464,0.392112017,0.20834459,1,5.377983852,24.49846493,16.71539351,9.797585828,510.9673774,282.8291464,65.22399327,10.87718709,20.51251583,96.94884436,1
1.145440787,1.90470267,0.637541186,0.421968684,0.197477948,1,7.248197857,21.70637207,16.90823388,13.39677994,505.9248894,304.8739024,51.59968222,11.96217986,20.1937901,82.07615283,1
1.186979315,1.876311444,0.599947091,0.396581413,0.197451128,1,6.631095465,24.35253393,16.5545195,9.155064074,516.7148769,319.9725388,53.18555092,11.30254935,19.05532886,90.95730366,1
0.977979181,2.214251899,0.639693877,0.408660863,0.203464315,0.8,5.46544205,23.70519233,16.97263084,10.22530035,540.2274187,305.3496076,70.44368736,10.67254557,18.40481805,86.54658587,1
0.957666161,1.759161572,0.595384301,0.405707029,0.192005516,0.9,5.489394779,20.49096161,18.28825541,16.51944867,599.394772,308.714147,67.36997497,10.70154762,19.72721415,86.2297121,1
0.894840928,1.879031957,0.582745601,0.425743623,0.185952698,0.8,5.170510264,21.72456594,18.82337899,11.43783177,534.1371193,324.2764134,67.43194667,10.1175268,19.73144177,85.59647598,1
1.288501957,1.885906744,0.59331199,0.418013065,0.212865614,1.2,5.617215663,24.59570708,14.63173432,10.45233878,509.4717021,311.4785804,61.13964272,11.33591563,20.5255645,87.33202448,1
0.7,1.8,0.5,0.5,0.2,0.7,4.7,19.4,15.4,9.7,583.9,265.3,82.2,14,11.5,97.7,0
0.962222867,1.987908809,0.589413734,0.413622896,0.203996297,0.8,7.037656658,21.88828581,17.12573367,12.29907589,552.272444,324.2889328,50.6831297,10.40960783,19.46095088,77.24663212,1
1.116591908,1.849491771,0.602749086,0.389764259,0.213182579,1,6.038198276,24.0119365,17.21168751,11.80730339,467.3442617,314.8365844,56.61391848,12.6601244,16.6736141,84.70519339,1
1.053799264,1.891224472,0.6334902,0.390597061,0.186011206,1,7.138278253,24.69427506,15.28739295,11.38623341,560.5577656,300.9349008,56.02914783,10.78236634,19.5695783,88.11936457,1
1.027900869,1.91526479,0.58305689,0.425776005,0.185400769,0.9,6.383881702,21.13124169,19.53050065,10.86567298,540.2599875,317.0543648,50.35688255,9.677775617,18.07096912,90.91712266,1
1.4,1.7,0.6,0.4,0.1,1.2,7.1,19.5,16.8,13,437.8,299.6,54.2,8.1,17.4,88.8,0
1.01231731,1.82028121,0.629756956,0.410768212,0.198475261,1,6.197725285,22.76020041,20.08045719,14.70966479,486.520391,325.913707,54.05573999,10.66495059,19.57253228,86.53938113,1
1.035136425,1.888837028,0.643859507,0.395348515,0.215558575,0.9,6.044890937,22.33185672,17.40781506,13.58199569,490.0962573,315.8559314,56.8532091,11.45059646,18.76584679,96.73205635,1
1.041919219,1.852310228,0.58166258,0.380045994,0.199713193,0.9,5.473765431,20.64243649,16.92822593,12.76404544,527.7653628,325.9015485,73.02917582,10.41224204,17.98495791,90.12639388,1
1.139680286,1.9885089,0.550150793,0.372855785,0.182580856,1.1,6.755871263,21.44855231,18.55457701,12.89992178,552.5593644,320.4181354,61.18910207,11.61988444,18.11447518,86.5258752,1
1.082332046,1.788405307,0.569568727,0.384121583,0.206343921,1,5.988204684,23.4755936,16.67101692,10.59796443,483.3593505,298.9493515,49.74903165,12.88923033,18.04899469,88.09136141,1
1.077124379,1.886676839,0.606191975,0.359803402,0.210908702,1,5.391113801,22.24279966,18.37973326,12.10784963,472.6431632,330.6526203,55.92997372,10.60505509,19.24077702,86.85652645,1
1.164712418,1.832603107,0.593400408,0.436993555,0.200652675,1.1,5.725003623,21.67970005,16.82231003,15.28134538,542.7927473,292.121499,49.92799256,10.88507956,18.53214051,89.76858408,1
1.096789757,1.940398687,0.594341263,0.403614624,0.204313349,1,6.461845408,19.42080585,20.12753864,12.73250404,534.2262088,331.3492814,65.5321245,11.17154282,18.87934711,85.21446484,1
1.128857371,1.784565413,0.598584533,0.360290364,0.207255606,1,6.957205362,24.37430488,19.48593678,10.63093681,522.9174204,327.3819818,70.75251615,11.0058304,19.77431271,98.55517337,1
1,2.1,0.6,0.4,0.2,0.8,6.3,15.9,22.5,12,548,263,66.3,5.9,24.6,69.9,0
1.112574111,2.032473182,0.597737361,0.406669299,0.200127636,1,5.939502603,17.43109604,17.96268405,11.74335771,522.451413,302.3068232,64.10324325,11.71292461,17.15843947,90.28358091,1
1.17814196,2.137076557,0.550109825,0.404942062,0.21670808,1.1,6.332582249,20.08350928,15.43768338,14.20937055,517.3632323,326.6449481,61.69103764,10.10256393,18.97027767,76.32026229,1
1.042996087,1.685361588,0.617913341,0.397169259,0.193764059,0.9,5.546981724,24.704999,16.12429323,11.91876309,478.335096,294.9843694,58.6067087,11.48830738,21.15077627,90.4844927,1
1.234803752,1.848399238,0.59520112,0.402967102,0.211785889,1.1,5.007216832,23.62775818,18.78188239,11.41618798,470.0753768,297.142464,70.29807853,11.9088704,19.838599,89.71530025,1
1.157002458,1.855311894,0.572813607,0.382907258,0.202508029,1,6.10381523,24.37668534,14.85689182,12.62740192,531.2637083,319.6397927,55.59002786,11.53558308,19.36922545,87.18411975,1
1.127276297,1.703225622,0.624104393,0.41380256,0.199938895,1.1,6.672510753,22.5721327,15.73094344,11.68012529,547.2519964,313.699755,69.88767994,11.15469095,18.07759947,88.92713892,1
1.062076795,2.151069626,0.594571162,0.387407776,0.195582278,0.9,4.956813823,20.48435276,14.7311499,12.09487486,519.2266369,304.1269993,54.78431758,11.28589713,16.41784564,93.00893037,1
0.978977637,1.78281214,0.586354506,0.384200449,0.197520246,0.9,4.821572557,21.78503922,16.22594465,12.34869871,525.1572035,308.187703,66.01064151,10.83073318,18.89710665,90.86125654,1
0.5,1.6,0.6,0.5,0.2,0.4,8.1,24.2,23.1,8.9,503.3,341.1,64.2,6.3,21.6,64.1,0
1.1,1.7,0.6,0.5,0.2,1,9.2,22.1,18.7,10.2,469.4,332.6,31.6,14.3,19.7,50.2,0
1.5,1.8,0.5,0.4,0.2,1.4,6.1,18.3,24,9.5,473.8,276.7,78.7,10.6,12.3,86.5,0
1.179365921,2.065870255,0.657792866,0.351416423,0.199325929,1.1,6.147762084,20.59248494,20.29089831,13.56906811,504.6467104,308.7528901,82.09012024,11.31535997,18.43924716,92.20851187,1
1.074883732,1.76761007,0.541374818,0.378221605,0.179047099,1,7.066558181,23.46077526,18.72218549,14.1501579,567.4501303,291.6826862,79.45637003,11.07641734,17.85027027,92.80825203,1
1.07023038,1.796641045,0.562666487,0.400722244,0.211594522,0.9,5.22458134,22.00826913,17.95619727,12.68117514,503.4537347,299.5799512,77.08976276,11.15736955,18.82731275,87.58745727,1
1.047006954,1.707925471,0.575070814,0.390277793,0.209308413,0.9,6.178063381,24.41945478,18.27427784,16.31041735,489.0579463,292.216845,74.39616391,9.218646834,20.11465061,77.34651038,1
1.098169001,1.857815932,0.608851907,0.420749606,0.196273994,0.9,5.622666299,23.33463331,16.50065624,11.73338425,545.0554724,318.0514336,66.93649919,11.6004456,18.36949371,88.06474029,1
1.09740844,1.868331764,0.579931859,0.408186946,0.198687788,0.9,5.959276922,25.6114616,18.05691644,11.99300347,550.2881678,302.6146999,74.67337718,11.66796854,19.2686741,100.5438673,1
1.308459565,1.843398345,0.628821103,0.384333931,0.198102975,1.2,6.017298186,23.73788126,17.97107369,11.85127009,500.568878,318.0607153,55.81675817,10.05249063,19.84190222,92.55532698,1
1.203102838,1.637188974,0.571937635,0.436484347,0.188408335,1.1,6.675090084,22.77141001,17.05180645,10.30555224,519.8550193,319.1831467,80.29366744,9.930077298,19.27979716,89.13119335,1
1.092376681,1.986456913,0.564795139,0.421979084,0.198130618,1.1,5.307199971,21.66995815,18.3118914,12.52764365,555.1446525,306.2116169,57.25141041,11.23524781,19.13420973,86.58133146,1
1.096441321,1.844586646,0.621240306,0.403274985,0.202365423,1,6.573394802,20.91162631,17.46305348,9.875297187,515.5020088,295.2637865,47.77707456,10.04371695,19.06598747,84.94112035,1
1.4,2.1,0.5,0.4,0.2,1.3,9.9,17.3,14.3,6.9,426.5,345.2,79.7,6,23.6,57.1,0
1.083970539,2.002122282,0.642039168,0.356128522,0.199886916,0.9,5.885118761,22.27803565,19.19951939,15.52452184,569.8060698,297.9590513,68.51181508,11.90420512,18.19523679,87.39681985,1
1.248172886,2.037072422,0.592828808,0.364165003,0.219835552,1.1,6.617888606,22.09784519,18.24261231,12.83580055,518.456968,298.3260893,78.68532417,12.21654442,19.70079955,91.53573133,1
1.119426943,2.004002601,0.623774352,0.395418522,0.190490621,1,6.186494549,20.9158347,18.1889443,14.37118099,554.5849806,343.3673221,73.83987532,10.89600748,17.58850485,87.63463127,1
1.3,2.2,0.6,0.4,0.1,1.2,8.3,12.4,18.6,8.2,419.2,316.9,42.2,8.4,11.5,87.9,0
1.214443514,1.928156005,0.63843822,0.437012015,0.197099558,1,7.083321326,25.98829635,15.03517589,10.11491277,504.0368736,292.1281155,63.93980185,10.86837081,18.44974673,88.97170327,1
0.989672499,1.811770068,0.6125344,0.398982214,0.225801221,0.9,5.743790964,23.43795572,17.01877995,10.17695421,508.4477495,328.2478415,64.00238278,10.57677404,19.09489487,86.99267982,1
1.3,2.3,0.5,0.5,0.2,1.2,7.6,12.3,11.2,19,564.5,252.6,31.6,11.3,16.6,53,0
1.3,2.4,0.6,0.5,0.2,1.1,6.5,21.3,14.2,8.2,462.7,282.9,50.4,12.2,21.6,75.7,0
0.5,2.2,0.6,0.4,0.3,0.4,4.4,26.6,15.6,16.3,494.9,312.2,59,13.2,17.2,88.1,0
1.194281581,1.922096126,0.553246012,0.385517563,0.193658524,1.1,5.644223474,23.62617663,19.64477917,13.97957172,516.5103489,304.8436606,73.36830439,10.70159604,18.42339155,80.44477539,1
1.180356267,1.932784598,0.572568877,0.394943133,0.203216043,1.1,7.060963596,23.30507756,16.31309443,10.6367518,491.2513615,337.0221393,48.30338811,9.643059511,18.76846521,87.23173001,1
1.131084311,1.828809192,0.610890449,0.408158659,0.202835954,1,6.322378894,23.22788472,17.42385915,15.50540544,539.7323853,300.0252539,53.32043258,10.89707051,18.17412793,97.04053982,1
1.017062401,2.110745561,0.556157765,0.388412372,0.198031415,1,5.66794858,22.51652127,18.28116632,9.774966007,522.9550735,315.935678,57.08361953,11.46504189,19.23627812,89.59308863,1
1.074989601,1.645967798,0.535630155,0.396731446,0.19858674,1,6.118011057,21.40969612,16.95848479,11.32037843,536.6367228,317.9406284,61.01708618,10.88460187,17.38504222,88.52189474,1
0.958086945,1.912865893,0.577821265,0.411242781,0.188717585,1,5.137867924,24.67667352,19.96790065,12.38167534,511.8675143,327.7657438,76.62846283,11.08245762,19.52800019,88.19085953,1
1.207703338,2.005128021,0.570633972,0.413350653,0.186210484,1.1,7.01299019,22.99370784,16.5507534,13.09994301,516.9205806,287.1099481,54.14538415,12.63288671,18.46417477,89.28041878,1
0.861211326,2.043012377,0.604475543,0.381476738,0.204323373,0.8,5.863689444,22.30012128,18.89808546,15.04245714,553.1278439,328.3525402,50.60039739,10.52053257,18.73288949,96.25145674,1
1.170073856,1.944845343,0.576589678,0.399677902,0.185048114,1.1,6.62807118,20.5952586,21.36371112,13.52054047,542.8415409,310.1758923,65.35371078,12.16809744,18.50073318,90.83059316,1
1.154773133,1.848072669,0.582835596,0.440366754,0.194337184,1.1,7.311031837,20.0597397,19.63074808,13.85075328,520.5852286,293.5271767,45.95553584,11.98181561,17.98235178,83.69113749,1
1.08450106,1.786883652,0.645169958,0.401187355,0.188305896,0.8,4.990806654,21.66948184,17.04103725,13.92854745,542.0242819,314.4336691,52.85599628,12.62381483,20.50003439,89.06871189,1
1.01077364,1.769750156,0.596958783,0.412458548,0.183868166,0.9,7.336467617,22.50482541,17.583051,10.49927469,539.2467215,285.1208951,57.25413394,10.94479483,18.75497892,81.48413605,1
1.149052765,1.909140895,0.605722797,0.432406573,0.194865362,0.9,6.448110389,23.4982502,13.62313596,14.9826905,515.8322735,331.949517,67.53745119,10.32065511,19.26566845,90.59157765,1
1.182170438,1.924878687,0.619945947,0.43429898,0.212215232,1.1,4.913157984,21.31503399,18.19942865,12.39908659,537.7317079,338.4299898,70.10050511,10.89363916,21.2773786,98.80477236,1
0.7,2.4,0.6,0.4,0.2,0.6,4.3,10.3,27.8,16,465.3,321.1,34.6,9.9,14.3,99,0
1.067876936,1.753273891,0.638893155,0.403350318,0.206760278,1.1,4.85769486,23.38558714,20.02442436,13.45929556,500.9614263,337.1262975,51.75752603,11.18732046,19.02983043,78.27097249,1
1.269405976,1.768240421,0.632134426,0.387450638,0.214127264,1.1,6.204280303,25.00405365,17.30783543,14.47056367,559.9927644,306.2262825,67.87796274,12.41629721,16.76260718,88.97350813,1
1.218156765,1.82186406,0.596421997,0.388075746,0.19485502,1.1,5.842806499,22.89203346,16.05276742,13.03406101,522.6632149,292.5856775,54.57286526,11.71013978,19.52083767,84.33661229,1
1.5,2.4,0.6,0.4,0.3,1.3,9.2,15.7,17.1,8.4,429.5,328.5,95.5,10.6,19.1,71.6,0
1.199462756,1.889895481,0.583164734,0.425748962,0.196090794,1,6.580486651,19.98859473,15.47419214,10.97248421,552.7811279,315.2488017,47.89034991,10.72977032,17.51147007,96.72910568,1
1.080115926,2.01636695,0.533755139,0.415686863,0.182774544,0.9,5.978324166,20.46686677,18.69350841,12.97400061,543.4935463,325.7624379,81.13319947,12.25996503,19.52296088,80.71550755,1
0.967249587,1.72018267,0.595327932,0.40857944,0.191357341,0.8,6.721661609,24.10378871,17.44000164,11.24664171,568.9926601,328.3532375,62.41546705,12.06081542,17.96193619,84.43277269,1
1.1,1.6,0.5,0.4,0.2,1.1,3.1,12.9,19.5,15,501.4,307.7,55.3,6,21.1,91.9,0
1.224012001,1.931236796,0.61979557,0.414606493,0.210896617,1.1,7.203093182,19.22699854,16.12590916,10.67823745,529.7357674,326.0398358,53.56165111,10.46703156,18.59906926,91.07810049,1
1.295313403,2.039748026,0.600058626,0.424000429,0.190558467,1.1,6.620834104,21.02272758,15.00178992,12.24284967,517.4263402,287.7745503,56.99017561,12.04115002,18.17011522,85.86972954,1
1.046385085,1.871110927,0.59699358,0.393716874,0.207432826,1,5.415698643,23.26138761,14.88647414,12.34672792,544.3797931,298.6972075,78.40711387,10.26820437,18.3451127,90.67032724,1
1.2,1.8,0.5,0.4,0.2,1,4.7,20.6,11.2,16,517.5,293.7,58.2,13.1,12.6,69.9,0
1.103353418,2.045051052,0.566802682,0.36646788,0.194341817,1,7.21457994,21.01787836,17.53672137,10.74087329,500.7933848,341.3841528,62.32912798,11.20150033,19.73773522,93.144862,1
1.108146948,1.897272942,0.616205241,0.427969011,0.197142858,1,5.026067435,23.11233873,14.75895509,13.76844745,517.3357463,287.0425507,50.05765483,10.40185037,18.41534855,76.9852563,1
1.143732008,1.666599694,0.553947883,0.384784988,0.20698079,1,4.982117897,22.94504652,15.08471411,11.83773166,540.1903366,316.1598475,65.71233727,11.33348075,19.32601163,97.57671103,1
1.076716185,1.95285195,0.591333103,0.372941001,0.217094497,1,6.205903716,21.66434411,15.97339192,10.33896816,542.1911672,326.5336632,69.23698095,10.44531546,17.79850395,84.91196945,1
1.042359475,1.944348456,0.545324405,0.408458693,0.208396932,1,5.718484832,21.65547147,18.71592516,10.37812762,567.0537918,319.0757964,54.53981584,10.67766503,18.47590263,81.04193821,1
1.333368895,1.796707928,0.625061567,0.414832326,0.200634077,1.2,5.301013952,19.92398339,15.96988772,14.94093511,509.4247026,333.3849514,52.72104175,10.0420856,19.48409737,84.8497803,1
1.122503757,2.086686859,0.591500724,0.395667104,0.205947562,0.9,5.84723266,26.46672519,17.12461975,13.88279194,507.049829,314.0538437,62.02293233,10.54293025,17.6387846,82.8025319,1
1.156949219,1.917130919,0.567610661,0.41691672,0.202653803,1.1,6.583055094,22.11585438,17.47385781,12.67578266,589.0848083,321.824649,54.41738337,11.47939565,20.99225947,91.69635483,1
0.984507621,1.917894685,0.600223434,0.35987099,0.192734751,0.9,5.017242806,22.56298155,14.07099108,11.60806553,470.4994399,319.9192371,60.34995303,10.12395821,18.32023278,95.40032534,1
1,1.8,0.6,0.4,0.2,0.8,9.4,14.8,15.7,8.8,411.8,262.8,48.1,11.4,22.8,68,0
1.043883521,2.08026572,0.624142689,0.37943911,0.185898086,1,6.260250458,21.82632769,15.44637067,14.70494659,543.9954152,305.4750561,63.99236455,10.59423809,20.1136325,81.32599093,1
1.057831625,1.868937266,0.564727195,0.403834771,0.209291145,1,7.148989997,25.39404374,19.38163902,13.78225421,551.5662924,310.2722733,66.23900665,10.35368179,19.82743136,84.4229418,1
0.952236245,1.691471005,0.594248772,0.441197159,0.219702249,0.9,5.53874925,23.36714633,16.26605314,11.55370787,548.6424065,323.1116524,54.52028806,10.44200898,18.46292834,79.45593219,1
1.122686573,1.996062418,0.5521454,0.40215471,0.215493516,1,5.134965164,19.85447396,19.68369997,11.41398922,488.5046573,302.3517952,72.62349521,12.07171685,18.23273769,91.73331509,1
1.13242897,1.831488847,0.545811754,0.377558968,0.197148792,1,6.560220565,23.15106739,16.40840369,10.98323392,547.0558878,294.1235866,68.79060163,11.78872346,20.27011637,83.41631981,1
1.16233169,2.086847605,0.594387863,0.380129998,0.192779045,1,5.325267041,23.83134058,16.61367557,10.76803544,488.5351727,316.7890143,60.27364734,10.40041662,18.76931787,81.57670993,1
1.088271853,1.888517626,0.600995212,0.419126092,0.207312403,1,6.886110675,22.95907772,17.01929551,9.275904015,521.7165055,293.6546287,54.43711592,11.57131049,19.84732425,94.50598486,1
1.109878089,1.910336282,0.602696726,0.372463988,0.193002138,1,7.02048052,19.73681912,19.26038478,14.65250234,559.2737992,336.401032,68.13770105,10.42389477,19.45057841,90.9553598,1
0.6,2.4,0.6,0.5,0.1,0.6,3.5,24.2,25.4,12.7,449.6,330.1,37.7,11.7,15.5,97.9,0
1.135039982,1.805034711,0.579413701,0.387964071,0.203389312,1,6.771573575,24.32330126,19.16203458,12.47010671,561.6544679,285.5540771,70.62271473,11.3589602,19.13736648,82.57462464,1
1.140461509,1.779546889,0.643386457,0.376709403,0.20333337,1.1,7.153079519,21.83075474,17.04274656,15.70166565,524.2244532,306.8201457,59.48269947,13.14760178,19.08521063,86.61684487,1
1.142867995,2.105168363,0.579310395,0.392306146,0.21754578,1,6.814602502,23.58507152,20.62426545,13.95030335,502.666377,306.2047174,62.48597525,11.5068789,19.39087682,91.34616831,1
1.086268712,1.961603958,0.644410672,0.417083775,0.193579932,1,6.219999991,21.5669286,19.12504856,13.97185012,577.568209,302.8657482,45.65912254,11.201255,17.71111545,93.33767699,1
0.993500836,2.089085403,0.563276809,0.378532935,0.19985403,0.9,6.343123772,22.51461692,17.52274999,14.17836622,538.0804449,296.4592558,53.70651176,11.15101169,18.84695543,84.32189988,1
1.099372391,1.815179323,0.584302714,0.394820284,0.197924836,1,6.790437477,21.57387746,18.63464061,11.12289227,521.4775408,298.3200111,66.98607205,9.852245863,19.18634968,87.86785426,1
1.174408878,2.012629844,0.576974988,0.400519556,0.201548476,1,5.768948111,23.90045698,19.37337229,13.20363401,545.7117296,294.3244408,67.56286532,11.95474415,19.04457375,81.839991,1
1.140949124,1.815896433,0.610998756,0.423477319,0.206531593,1,4.868676691,22.6467504,17.33286451,12.38894793,554.4318531,280.9876401,61.97305917,12.705824,18.02477118,86.11379219,1
1.236357001,2.082090155,0.606413205,0.398278121,0.220954258,1,5.757120439,20.43704025,17.82093472,11.19433565,494.9062547,294.2110934,47.89476193,11.94672987,17.43378826,90.13975501,1
1.06356702,2.158908709,0.551202765,0.384311814,0.200041637,0.9,4.543821181,23.15687148,16.51166851,11.05677177,501.9322181,288.4342802,68.29518536,10.04601608,18.81056713,87.40880315,1
1.112347017,1.915299382,0.624137494,0.430425477,0.194822828,1,4.936513997,22.16907011,19.06989547,14.44296013,554.7113658,295.5612514,53.5071395,9.121104014,18.22561051,80.5976166,1
1.056283399,2.067792482,0.599634763,0.394536895,0.199415816,1,5.313410366,24.61985634,18.93306599,11.42495044,509.0311997,330.5921045,55.37359448,9.875318112,19.44728857,90.94083604,1
1.107518626,1.880455412,0.603297498,0.412597115,0.20442538,1,5.781746829,22.91721524,19.79572041,14.04291552,559.1920034,284.8434826,71.39882462,11.18124425,16.47115377,87.57284286,1
1.1,1.7,0.5,0.5,0.3,1,6,22.2,16.5,9.9,512.8,266.2,30.2,7.8,14.1,82.4,0
1.103044663,2.107353351,0.62807193,0.40241828,0.218503985,1.1,5.891140017,22.46280712,18.52938415,13.94527662,501.9053058,330.4654816,73.56777206,10.4238355,18.06888805,88.49684194,1
1.235881697,1.885557161,0.564453871,0.399303608,0.191874922,1.1,7.322157455,21.78788283,15.13750714,14.61567325,490.9903377,330.089607,67.73131665,10.63675583,18.21337284,94.91028735,1
1.084881289,1.913071104,0.616874509,0.377637111,0.200655734,1,6.520177519,25.17563037,16.123572,11.66586761,554.7993575,310.4554433,81.32809715,11.04094879,19.0624874,88.58823743,1
1.060961529,1.793802932,0.638697795,0.390736362,0.196573338,1,6.118371745,24.44131387,19.0111907,12.00614216,521.8946722,296.4486723,62.44942502,10.50677162,19.18132614,90.757792,1
1.103511072,2.075237964,0.645484669,0.400258876,0.212421851,1,6.058958546,21.41330206,20.21476109,9.874741564,517.8553533,282.8541552,61.9248318,11.3767923,19.11319136,92.44006274,1
1.03602527,2.008896423,0.611525294,0.381080207,0.208495275,1,6.782988137,21.13303474,16.55806433,11.38999955,536.7547271,322.0518464,71.27886872,12.80537686,19.99258712,89.25411689,1
1.159970201,1.866434353,0.598235946,0.375634026,0.209933801,1,5.276783198,21.79507757,16.3398642,10.192678,514.651037,284.1276995,59.66395471,10.69266672,18.39656445,86.54424277,1
1.1,2,0.5,0.4,0.1,1.1,6.6,16.9,16.7,14,404.7,264.3,72.4,13.3,23,86.4,0
1.091874461,2.022913426,0.589352852,0.397911318,0.200289551,0.9,6.181200326,20.784211,15.40800288,11.52650114,545.5394938,336.1852502,51.41378681,12.20192334,20.84521435,92.87238491,1
1.3,1.8,0.6,0.4,0.1,1.2,4.5,17.2,25.5,13.8,466,255,56.2,8.8,22,86.7,0
1.078352684,1.885862511,0.560759713,0.382242529,0.188490083,1,5.818439033,22.98579647,15.62544376,13.85902434,559.3922148,302.8265993,76.20787914,12.18858161,17.77422994,93.52929733,1
1.10066344,2.062491883,0.574419256,0.402588452,0.201374981,1,5.258666813,24.64962229,20.25500179,10.26126076,537.7258861,298.1294725,54.34449718,10.11615645,17.32925231,91.3618433,1
